,features,scores
0,1,0.9664335664335664
1,2,0.93006993006993
2,3,0.9482517482517483
3,4,0.9331002331002332
4,5,0.9017316017316016
5,6,0.9030525030525031
6,7,0.8936507936507937
7,8,0.845066045066045
8,9,0.8632478632478634
9,10,0.8982905982905983
10,11,0.8854700854700855
11,12,0.908802308802309
12,13,0.8694017094017095
13,14,0.8916239316239316
14,15,0.9092063492063491
15,16,0.9134421134421136
16,17,0.9044444444444444
17,18,0.9414141414141415
18,19,0.9595959595959596
19,20,0.9595959595959596
20,21,0.9818181818181818
21,22,0.9818181818181818
22,23,0.9636363636363636
23,24,0.9018181818181817
24,25,0.9236363636363636
25,26,0.9418181818181818
26,27,0.9418181818181818
27,28,0.9636363636363636
28,29,0.9636363636363636
29,30,0.9636363636363636
30,31,0.9636363636363636
31,32,0.9418181818181818
32,33,0.9418181818181818
33,34,0.9418181818181818
34,35,0.9418181818181818
35,36,0.9200000000000002
36,37,0.901818181818182
37,38,0.9200000000000002
38,39,0.9200000000000002
39,40,0.9200000000000002
40,41,0.9200000000000002
41,42,0.9418181818181818
42,43,0.9418181818181818
43,44,0.9418181818181818
44,45,0.9200000000000002
45,46,0.9200000000000002
46,47,0.9200000000000002
47,48,0.9418181818181818
48,49,0.9236363636363636
49,50,0.9236363636363636
50,51,0.9236363636363636
51,52,0.9236363636363636
52,53,0.9266666666666665
53,54,0.9195959595959596
54,55,0.9044444444444444
55,56,0.9018181818181817
56,57,0.9018181818181817
57,58,0.9018181818181817
58,59,0.9195959595959596
59,60,0.9195959595959596
60,61,0.8916239316239316
61,62,0.9044444444444444
62,63,0.8862626262626263
63,64,0.8862626262626263
64,65,0.8862626262626263
65,66,0.9014141414141414
66,67,0.8862626262626263
67,68,0.9014141414141414
68,69,0.9084848484848485
69,70,0.9084848484848485
70,71,0.8795959595959596
71,72,0.8795959595959596
72,73,0.8518181818181818
73,74,0.8372727272727273
74,75,0.8518181818181818
75,76,0.8372727272727273
76,77,0.8372727272727273
77,78,0.8372727272727273
78,79,0.8372727272727273
79,80,0.8584848484848484
80,81,0.8372727272727273
81,82,0.8372727272727273
82,83,0.8554545454545455
83,84,0.8372727272727273
84,85,0.8554545454545455
85,86,0.8554545454545455
86,87,0.8699999999999999
87,88,0.8387878787878786
88,89,0.8554545454545455
89,90,0.86
90,91,0.86
91,92,0.86
92,93,0.8751515151515152
93,94,0.8751515151515152
94,95,0.8751515151515152
95,96,0.8418181818181818
96,97,0.856969696969697
97,98,0.8418181818181818
98,99,0.8206060606060606
99,100,0.8372727272727273
100,101,0.8206060606060606
101,102,0.8372727272727273
102,103,0.8418181818181818
103,104,0.8584848484848484
104,105,0.8418181818181818
105,106,0.8584848484848484
106,107,0.8584848484848484
107,108,0.8584848484848484
108,109,0.8584848484848484
109,110,0.8584848484848484
110,111,0.8584848484848484
111,112,0.8584848484848484
112,113,0.8584848484848484
113,114,0.8584848484848484
114,115,0.8584848484848484
115,116,0.8584848484848484
116,117,0.8584848484848484
117,118,0.8584848484848484
118,119,0.8584848484848484
119,120,0.8584848484848484
120,121,0.8584848484848484
121,122,0.8584848484848484
122,123,0.8736363636363637
123,124,0.8518181818181818
124,125,0.8366666666666666
125,126,0.8366666666666666
126,127,0.8366666666666666
127,128,0.8366666666666666
128,129,0.8366666666666666
129,130,0.8366666666666666
130,131,0.8366666666666666
131,132,0.8366666666666666
132,133,0.8366666666666666
133,134,0.8366666666666666
134,135,0.8366666666666666
135,136,0.8366666666666666
136,137,0.8366666666666666
137,138,0.8366666666666666
138,139,0.8366666666666666
139,140,0.8366666666666666
140,141,0.8366666666666666
141,142,0.8366666666666666
142,143,0.8366666666666666
143,144,0.8366666666666666
144,145,0.8366666666666666
145,146,0.8366666666666666
146,147,0.8366666666666666
147,148,0.8366666666666666
148,149,0.8366666666666666
149,150,0.8366666666666666
150,151,0.8366666666666666
151,152,0.8366666666666666
152,153,0.8366666666666666
153,154,0.8366666666666666
154,155,0.8366666666666666
155,156,0.8366666666666666
156,157,0.8366666666666666
157,158,0.8366666666666666
158,159,0.8366666666666666
159,160,0.8584848484848484
160,161,0.8584848484848484
161,162,0.8584848484848484
162,163,0.8584848484848484
163,164,0.8366666666666666
164,165,0.8584848484848484
165,166,0.8584848484848484
166,167,0.8366666666666666
167,168,0.8366666666666666
168,169,0.8366666666666666
169,170,0.8366666666666666
170,171,0.8366666666666666
171,172,0.8366666666666666
172,173,0.8366666666666666
173,174,0.8366666666666666
174,175,0.8366666666666666
175,176,0.8366666666666666
176,177,0.8584848484848484
177,178,0.8366666666666666
178,179,0.8366666666666666
179,180,0.8366666666666666
180,181,0.8366666666666666
181,182,0.8366666666666666
182,183,0.8366666666666666
183,184,0.8366666666666666
184,185,0.8366666666666666
185,186,0.8366666666666666
186,187,0.8366666666666666
187,188,0.8366666666666666
188,189,0.8366666666666666
189,190,0.8366666666666666
190,191,0.8366666666666666
191,192,0.8366666666666666
192,193,0.8366666666666666
193,194,0.8366666666666666
194,195,0.8366666666666666
195,196,0.8366666666666666
196,197,0.8644444444444443
197,198,0.8366666666666666
198,199,0.8366666666666666
199,200,0.8366666666666666
200,201,0.8366666666666666
201,202,0.8366666666666666
202,203,0.8366666666666666
203,204,0.8366666666666666
204,205,0.8366666666666666
205,206,0.8366666666666666
206,207,0.8366666666666666
207,208,0.8366666666666666
208,209,0.8366666666666666
209,210,0.8644444444444443
210,211,0.8644444444444443
211,212,0.8644444444444443
212,213,0.8644444444444443
213,214,0.8644444444444443
214,215,0.8644444444444443
215,216,0.8644444444444443
216,217,0.8644444444444443
217,218,0.8644444444444443
218,219,0.8644444444444443
219,220,0.8644444444444443
220,221,0.8644444444444443
