"Healthy_174"	"Healthy_179"	"Healthy_180"	"Healthy_208"	"Healthy_269"	"Healthy_270"	"Healthy_111"	"Healthy_112"	"Healthy_113"	"Healthy_132"	"Healthy_140"	"Healthy_141"	"Healthy_146"	"Healthy_154"	"Healthy_176"	"Healthy_195"	"Healthy_211"	"Healthy_217"	"Healthy_218"	"Healthy_75"	"Healthy_84"	"Healthy_136"	"Healthy_148"	"Healthy_162"	"Healthy_168"	"Healthy_196"	"Healthy_202"	"Healthy_67"	"Healthy_68"	"Healthy_71"	"Healthy_74"	"Healthy_77"	"Healthy_78"	"Healthy_79"	"Healthy_85"	"Healthy_116"	"Healthy_131"	"Healthy_134"	"Healthy_135"	"Healthy_164"	"Healthy_186"	"Tumor_205"	"Tumor_213"	"Tumor_236"	"Tumor_249"	"Tumor_262"	"Tumor_271"	"Tumor_273"	"Tumor_285"	"Tumor_286"	"Tumor_327"	"Tumor_368"	"Tumor_378"	"Tumor_380"	"Tumor_381"	"Tumor_384"	"Tumor_385"	"Tumor_66"	"Tumor_69"	"Tumor_70"	"Tumor_76"	"Tumor_81"	"Tumor_114"	"Tumor_142"	"Tumor_155"	"Tumor_177"	"Tumor_184"	"Tumor_185"	"Tumor_193"	"Tumor_199"	"Tumor_224"	"Tumor_225"	"Tumor_230"	"Tumor_264"	"Tumor_279"	"Tumor_287"	"Tumor_288"	"Tumor_289"	"Tumor_292"	"Tumor_296"	"Tumor_365"	"Tumor_369"	"Tumor_373"	"Tumor_382"	"Tumor_383"	"Tumor_399"	"Tumor_404"	"Gene"
20.923672348128	21.4645939030544	20.9316693111007	21.3817336338991	22.7005398674285	18.989375202308	21.570637678903	21.8497033452446	21.1142852248255	21.2782063878687	21.2772308285524	22.6299427581009	21.1671011186965	21.7107794149114	22.3376066393083	17.1320204359897	21.3009840217292	17.6161149883127	17.0492922890347	21.5229907435467	21.9120480421424	21.0860445879822	17.3779067732192	21.839996261845	21.4071572337812	21.2554758480434	21.8188908297158	21.0533951166183	16.7429621435738	22.1404789220059	21.5392297993902	22.1434739546577	18.3440568080705	21.2280484328745	20.8945161950422	21.087244689902	20.9794751288026	21.4347556042192	18.4282565067153	20.6603453223009	21.5629939299068	20.3862780024761	21.7996351539841	22.2451422536577	21.8002308332699	21.1167960399984	21.4933178236574	21.7030717793714	21.6046185926969	21.545068829952	21.1348012036983	20.9024513567013	20.6206638275528	21.3528426414359	20.8566530076938	21.6611015155097	15.5819973872438	21.3102277266422	21.3136272651104	19.8079671167326	21.3023239979545	15.6124426625349	16.596165857596	22.5533643653355	21.6069186680968	21.7539779491395	22.3155277306708	16.2016068716135	21.7073369127845	21.23217528971	23.0511597454808	15.4180332595721	21.3931814725127	21.9989746391585	21.5944544164659	21.2854392594588	21.9154319762536	21.131942787321	22.5925050171852	21.8813092758221	22.6680432407126	21.776615780375	23.233754248841	22.6325295682794	21.7505208868675	20.6631367721033	21.0497739031395	"SERPINB6"
25.5185940755861	24.5869204090493	25.1604040942772	25.4015440529751	25.4221929341879	25.6055468143101	25.4092673005603	24.8802127892014	24.8522373414203	25.2999108784985	25.1944473430967	25.7471641577689	25.0507402793007	25.5297499251841	25.8349440973575	24.4061513028259	25.3312207683215	21.9630097169468	24.9368657234677	24.7746948602232	25.1339079339697	24.6932030611697	22.6540591227208	25.0536532270894	25.1526956877707	25.4010454457582	25.1449819774209	24.8201497815327	23.9792499762315	25.1607923210072	25.4923282904475	25.5513710348311	23.8219334668501	25.2432860165007	24.1428696941311	24.7827858649679	24.8598273554872	24.0509758992803	24.1370472837557	24.115305854679	25.3311761611933	24.613285205967	25.5434519188727	25.1638314834658	25.5191262084605	25.1611293899948	24.9949650926205	25.5609331077067	25.3520665613383	25.3126446662149	24.5991814628328	23.7025095881075	24.5158052870833	24.3867036726749	24.349066040758	25.2619683597405	24.1699962085525	25.1533610230107	24.7144571371062	24.1034734450234	24.6450115064569	24.0057379152537	23.8361950800902	24.9603560076541	25.576955280245	25.1157330766785	24.9924947825737	24.1932170756651	25.0583256418861	24.7793725666894	25.7147693336776	23.8999458732006	24.970142244752	24.8345372001123	24.7449454045901	25.3261706940005	24.4896863412585	23.8638437497632	25.3261907139697	24.642134916966	25.4330996250507	25.3347644692798	24.7355946568109	25.222179417642	25.0514960457563	24.086670539651	23.6515296818738	"EHD1"
15.9179389291726	17.2930129563678	18.9599524615744	20.8687263643707	20.8696948287133	17.92956927273	22.2276935918275	22.5496315107081	20.38471514506	19.4953484974852	20.0430923262349	20.8434408412393	23.7725177171921	20.3576397069144	21.9660935252057	21.0384036618331	20.3581020550034	17.1407832527389	21.2959826147014	22.0822000796494	21.2210562097653	21.0501374725542	15.2961903870095	19.824722714106	20.5946195132382	17.2424333596408	20.6448604118537	21.1309544432346	26.1734682088256	20.9285121497467	20.2571320929145	20.0154562981825	22.1795558895263	20.2408408123731	17.8389503467717	20.1700575721184	20.4329314391149	20.2226417358756	17.6216640765863	21.1300845788518	19.9103303389512	20.8694745600371	20.5129475556458	20.7387499101787	20.6867507680657	20.3931780005397	20.4359628797639	20.6983869644586	21.6050882709564	21.7133398250736	21.5880622320492	21.1157617944461	15.1297395796186	21.1390492300214	20.9816418085205	20.9895033430668	20.4789818245322	20.5273023026345	20.2848237533756	15.4493019818412	20.8523972210788	20.6475191446288	20.6429756436603	21.2899463405296	20.5571678346357	21.3731691080441	20.5344827313894	19.8225843813685	21.5664725455568	21.6811542119449	21.3241700643335	21.0525147974139	19.8351860193917	21.2430334799998	19.0530087940413	21.5022689074899	16.3177594583839	17.5508523412998	17.3484337906439	15.4663706573252	17.9281278286446	18.7010005189488	15.6734989882744	18.9795038006523	17.2297241329456	18.0959229448985	17.7893563959865	"PSMA2"
22.9945041187251	24.4450166025118	23.4615232679565	22.08533050433	23.4162512284581	25.9467102971334	24.2012842263966	23.8285577700074	25.3467126625611	22.6422205509567	26.1576340448384	23.3634753936453	24.4499586657391	22.3206129730498	22.847783710047	28.2483677760404	22.3754260863098	28.9821173663757	22.8107912940617	24.2207413950226	25.094250826438	21.6785191398773	25.4832871327508	25.4220299721442	23.130289662508	23.9441976651678	21.7916757894568	25.9945938231395	27.306948602508	23.4330714723699	24.7410985897868	23.6402469986304	24.2257426946542	23.7975088291595	26.2808678918268	23.1170875585804	26.3428900205318	26.014064385472	26.283913422032	23.5071893808914	22.4266005050082	24.8590936609512	23.4573667215142	23.1515463796796	24.6436679608625	23.2005472578737	26.5809790502255	23.0632047989128	21.5701128529614	21.6699974007095	21.688173178104	25.5400809721112	24.999299242795	20.6500690667616	24.6085806768535	24.0264965348668	26.0018162001142	23.9414964713589	24.887231626026	24.5546610695658	26.9125144663424	25.2505140100437	23.9337869817589	24.4160606027413	22.6202020580295	22.1601763523221	22.968889418787	27.1244349436208	24.5221922396767	24.0879369319313	22.230778665813	25.774715771904	24.2637095365163	22.8538159184125	21.9574505079691	23.1789203459007	22.7265280130556	23.8348527079459	18.7501321499146	23.0468948759002	20.4122295385223	23.2881944379356	22.636383095007	23.8604743963134	22.723042230318	24.0521234227203	23.7802365959165	"DNAH8"
22.7889579485575	24.0313462902641	24.9465746210462	23.3481285982387	24.6046713214464	24.8983385214342	20.6735190343642	24.0628110548353	23.8566917716904	22.689404488186	24.0349328526822	23.6780993147453	25.8629823412737	24.2236483283499	25.2838501887554	24.4785288613992	22.2076272580722	25.3779580260897	22.3289362558232	20.3598277784755	22.3162267433749	24.2621962602744	21.671834210693	22.5307594447909	27.7391559099486	22.834509380069	24.4563562011291	22.4764312210237	24.9207069174568	19.9065620092453	22.7162287957563	22.7556794892949	25.1944903255885	23.9440517045885	25.0816028871302	24.4538670570973	24.2003356972462	25.8842780767027	25.4296254611883	23.3537341139077	23.6985115234377	22.0878106277041	21.2440249171913	21.397754939868	22.3938644321219	25.1508539514614	23.8721508128726	25.1684303118765	23.8826687167498	23.2450670594196	22.1784949924439	25.384227036243	24.9964919713898	24.1859136815276	23.8333159750877	23.3491283262355	25.2321126264798	24.0626245360605	22.5789435555579	27.0483363391383	23.3484314965974	23.5655881192946	26.2883104280087	24.0070893090309	22.8121293611155	21.5809760699832	21.8240314926001	23.3343132150618	24.702086628847	24.76300269261	20.588206992556	25.3946259067685	23.9907020410695	21.6667653186301	23.424236145349	23.4734611723793	24.7044068093122	26.0165614905846	23.1798680456879	23.3460049883188	25.0163060525284	23.1095980432039	24.9579752908934	23.194332031962	23.1946713841038	23.4953757901061	24.5475464478445	"IGLV4-69"
20.1464423799135	20.2535375217938	16.6256124219993	26.3155362097042	20.7832751689101	21.4919318552173	17.9528369095012	19.7840024688714	19.4083131972962	23.9645186909998	20.8592702230043	19.3817975869186	18.6105100603701	20.1002004767192	22.7498304126246	21.385656302597	19.8288892813512	20.4569563381255	30.0567094646782	15.914743394533	16.7627439351334	20.8531866310084	26.4070773512211	19.252804160529	20.8964654206948	20.9097835742812	19.7427382842273	16.1588794042812	17.4455735556964	17.084384497501	16.0256446814952	19.7389781242036	20.4044401829102	20.5317724122819	15.8856289534617	18.8675530459484	21.1439256019736	25.9570015585057	24.5091904267282	23.152695035664	16.4372317854743	20.1405876175736	16.454801231866	16.0773675340428	15.4802699862621	19.8999632998194	18.7366358422169	17.7778631971529	23.4479931971981	18.5430696060408	21.747356537681	16.0209081154337	16.7723578293448	20.8328346234396	24.3972290106221	18.4925632683501	18.3001911430517	20.2539908760275	19.852160678655	17.0231478818869	19.9290564907226	16.0207902019608	16.0087096025008	24.0928822970947	24.4401616509768	19.675982703312	22.9559671037219	15.6121076917763	18.3013462951118	18.4683291758782	16.3250638600202	15.9880619081156	20.7250752824086	17.7262758630987	17.152659815163	18.8366681450253	17.6495664298421	26.4649687986348	16.7672163401887	16.9811509271096	20.2244101592862	18.1788320245785	18.717617960846	15.1740775738327	18.785854939588	16.5345264955641	23.4491995384838	"IGLV8-61"
18.2198359901367	16.3858585957006	16.3618052515778	18.0291686839251	26.4084047275394	24.4497203458543	19.3106537674393	15.8600552753974	24.6607792225648	19.4744478822344	25.0444582249082	20.7140670686403	23.962895216551	21.2208140106337	25.1091687491395	21.4760958277382	19.7951407473342	21.6216873712662	19.1296976785092	19.0450644108506	16.8946410484706	23.160052582441	17.2665836049832	17.6507469108118	20.8113974080117	23.5637194370494	19.0721378222666	17.8543544515124	17.1515325408874	20.8088877477215	16.9203088370327	19.0738361604806	25.7688156276487	24.7889094234201	17.693313998478	21.4161879280887	23.6294907615922	23.5677466850361	17.3703956258854	21.1758156672501	20.8605133182157	17.6997229340096	19.7957441092561	20.7698728790532	17.6797192095697	21.2066697161222	23.6566781142039	21.7119837158775	24.0620773166466	20.6518549883227	23.1299574719931	24.5661356082816	25.1645531994783	17.8576943396252	20.6087254942503	15.9904812839569	21.5423166552403	19.6649699000065	17.1913718444353	25.7753345257621	21.1099946614242	16.0180992498909	20.9273706364526	22.2058441878331	22.220283252717	16.1012333142283	22.1438593180855	22.4639871302785	24.998658831707	21.2797705777659	18.2181353738406	16.499319413921	23.5524059998007	19.0529032578462	18.5159615842435	23.9622838611874	23.0851243494952	17.8160688744436	16.7017734004725	20.2728516880237	25.1165816386958	19.5213095593001	22.3741863280242	22.9334726922745	23.2593143132082	22.0210699530636	20.7444022932875	"IGLV4-60"
21.8617178955145	24.3687556761991	21.9394588015787	25.1558671239682	22.0521366679181	20.1181775208664	19.1734039950851	25.2795831584772	23.9465320290913	22.94369363696	26.0688296716329	24.2472879529484	27.2642792632447	24.6590834606904	23.0353465266335	22.2226201796446	19.9977975463034	25.7730971292962	23.4873746706034	23.7786956281493	21.3911316975334	24.3055621256004	26.3938686929935	23.7243261934266	24.3199528936356	25.6339155490111	25.284930869491	21.4273661710907	27.5512410087797	24.9872077888252	24.0138731326265	22.3350738731792	23.6176668517795	24.1434297796687	16.0292802156598	24.6388867359116	22.8462217264373	22.0630681553573	23.1743357374914	25.7589952671118	20.333357325751	21.8884044425132	24.4196310184119	25.9406750186352	20.4385644150742	25.4790816629568	24.6196277171619	24.6293451345278	22.1003653941002	21.9042165643928	22.7223140346286	27.3738640194465	22.7684588387013	26.9789510161765	20.262433673081	19.5760868279969	20.9204053470699	23.2937922745938	23.345376121315	27.4531342974779	14.8030434237095	23.4790574033264	25.3115716880099	20.9786736004895	25.5265122423949	24.9997733640778	24.943400909105	24.2599211819697	22.32501872533	24.8765395601524	23.3735882777259	24.761997286292	23.0062474486526	17.6579714626316	24.1685942196626	19.9197954491996	25.8330105163429	24.3442140794729	21.6712177663369	22.1353039706022	23.2697207681232	24.3491357760584	24.2550359740017	24.5599291030722	24.548337140833	24.5494807620977	23.4634042406652	"IGLV3-10"
20.7088039334341	19.1997073909173	25.6488625876687	22.4248980423148	20.2854874680465	20.9889135590399	17.4402608386771	21.6863730910229	20.0041033016423	20.1398929099789	19.8320669698721	19.3838445300735	24.5584691230138	19.5673681792878	19.3925212846076	21.4338045346587	19.2369515394551	24.183464197041	23.6857505341925	17.9291552063674	21.698700054534	24.651232586476	24.6289382583402	20.1083405560472	22.8670623818333	19.0276476027917	23.9235921789152	20.6792668541954	20.1648442647339	20.0537438833663	24.7151964039488	23.2581423372108	22.9807845607005	21.5068604697235	18.0656932007168	19.7639007465234	22.3323391941986	24.7477817141232	17.4943327162873	18.7400899939329	19.9399190512344	18.8199947333702	18.4764694752846	19.3513440782191	16.8441361308259	21.691084738373	24.0688190015758	19.9159057407277	21.9130013375187	16.1643149037655	21.1816298269184	21.9522401960873	21.3361053355068	25.0718030859543	22.3938716270666	17.5415642407621	21.1087833862351	21.601454868702	19.979446083515	21.9786149913091	20.1401891143626	20.601772099678	23.8187265074089	19.0130139038627	22.534297915945	19.3861723288698	24.1157446399686	22.6928950893492	22.993821075402	19.4410941383603	17.5742838769117	21.6335850096455	17.9197435609185	18.0854193492645	19.880108094073	19.2558522066092	19.8202086146671	22.5300986082309	15.4494424409358	15.8502206627468	22.5654418219851	20.6678688307935	18.7815204567116	25.3392144463511	26.8891161834755	18.5619321847812	19.5165902328733	"IGLV3-9"
18.5975000590387	22.2515983084416	20.5401059097346	21.6814841250759	21.527801607388	18.0824770581142	19.7137452369826	21.5701224760875	22.9427615649597	21.169058127979	22.3437791754534	21.7690599566096	21.5847373640178	20.4167236244779	21.9569528024038	22.5380133453896	20.6138015752199	21.7625288849933	21.5048532519995	17.6954114733071	21.7792030228167	23.2850434502632	25.5422074518316	21.4404933818328	22.9034584911831	20.6627335829387	22.4497430458121	22.259675594863	24.3533664553704	20.840476745979	20.2981584307256	20.9908154987109	20.3023016033411	19.6755564545631	23.0701761780148	20.1924949612382	20.0486720785757	21.61807100323	22.480330374489	24.019300847342	19.9704049640988	21.9899159325482	20.0331905228542	22.4269462913974	15.9442812318611	22.1431102456935	23.4196589840726	17.6071829595084	22.9786908352759	22.7542234652724	21.2630691164753	22.954579231995	22.1882210847592	23.6706473659571	22.627071639502	23.3360619402844	21.9113834529339	19.9554370332429	20.3243841564487	23.7329546125232	22.6744244719596	22.0065449626689	21.6914283129207	19.9856784290815	21.0780577311413	18.1252678818762	20.1480063042685	21.5922569923789	18.3537623536114	23.308946970154	19.4780346797847	24.5157637029904	22.1224235615886	23.4959640567407	21.7392438500775	20.9921765317165	24.3235470549343	24.1151433161398	21.2723449712722	22.2156670097024	19.4208992287712	22.3515386402402	22.8963945430024	22.1092949429277	20.0411217330929	20.5039177761227	21.5802823021345	"IGKV2D-28"
